borrowing_id,funding_source,cost_of_funds,maturity_bucket,interest_reset_type,borrowing_amount,rollover_risk_score,flag_cost_invalid,flag_rollover_invalid,cost_of_funds_outlier_flag,borrowing_amount_outlier_flag,rollover_risk_score_outlier_flag,annual_interest_expense,is_short_term_funding,funding_risk_exposure
277,bank line,7.27,1m,floating,29842792,0.1077,False,False,False,False,False,2169570.98,1,3214068.7
278,term loan,11.54,1m,floating,22081773,0.0827,False,False,False,False,False,2548236.6,1,1826162.63
279,ncd,7.33,1y,floating,10235295,0.1805,False,False,False,False,False,750247.12,0,1847470.75
280,ncd,9.27,3m,floating,36892317,0.1275,False,False,False,False,False,3419917.79,1,4703770.42
281,commercial paper,10.05,1m,floating,3770107,0.495,False,False,False,False,False,378895.75,1,1866202.96
282,ncd,7.42,3m,floating,2150039,0.3476,False,False,False,False,False,159532.89,1,747353.56
283,ncd,7.47,3m,fixed,8628233,0.8414,False,False,False,False,False,644529.01,1,7259795.25
284,term loan,8.29,6m,fixed,19875863,0.8811,False,False,False,False,False,1647709.04,0,17512622.89
285,bank line,10.85,1y,floating,11151680,0.4733,False,False,False,False,False,1209957.28,0,5278090.14
286,term loan,5.71,6m,floating,43628149,0.8885,False,False,False,False,False,2491167.31,0,38763610.39
287,bank line,9.42,3m,fixed,13028275,0.4505,False,False,False,False,False,1227263.51,1,5869237.89
288,term loan,9.74,1m,floating,27566434,0.642,False,False,False,False,False,2684970.67,1,17697650.63
289,ncd,8.91,1y,fixed,44986575,0.1625,False,False,False,False,False,4008303.83,0,7310318.44
290,term loan,11.55,3y,fixed,30400580,0.0526,False,False,False,False,False,3511266.99,0,1599070.51
291,commercial paper,9.21,1y,fixed,1292766,0.1601,False,False,False,False,False,119063.75,0,206971.84
292,commercial paper,9.44,6m,fixed,2466732,0.2518,False,False,False,False,False,232859.5,0,621123.12
293,bank line,9.2,1y,floating,9969252,0.751,False,False,False,False,False,917171.18,0,7486908.25
294,bank line,10.05,1m,fixed,21795510,0.1735,False,False,False,False,False,2190448.76,1,3781520.98
295,bank line,5.95,1y,floating,41517994,0.1307,False,False,False,False,False,2470320.64,0,5426401.82
296,commercial paper,11.26,3y,floating,14962608,0.9276,False,False,False,False,False,1684789.66,0,13879315.18
297,term loan,5.3,6m,floating,31200130,0.6888,False,False,False,False,False,1653606.89,0,21490649.54
298,ncd,9.49,6m,fixed,28902709,0.4733,False,False,False,False,False,2742867.08,0,13679652.17
299,bank line,9.31,3m,fixed,13954917,0.095,False,False,False,False,False,1299202.77,1,1325717.12
300,term loan,6.46,6m,fixed,46788639,0.8518,False,False,False,False,False,3022546.08,0,39854562.7
301,term loan,5.28,3y,floating,18066927,0.1083,False,False,False,False,False,953933.75,0,1956648.19
302,commercial paper,5.97,3y,floating,49554431,0.611,False,False,False,False,False,2958399.53,0,30277757.34
303,commercial paper,6.9,6m,fixed,32881924,0.6677,False,False,False,False,False,2268852.76,0,21955260.65
304,ncd,11.17,1y,floating,43993407,0.4001,False,False,False,False,False,4914063.56,0,17601762.14
305,term loan,10.99,3y,fixed,13236435,0.9112,False,False,False,False,False,1454684.21,0,12061039.57
306,bank line,5.45,6m,fixed,41555786,0.0507,False,False,False,False,False,2264790.34,0,2106878.35
307,commercial paper,7.02,6m,floating,41607606,0.8181,False,False,False,False,False,2920853.94,0,34039182.47
308,term loan,11.23,1y,floating,36970385,0.5538,False,False,False,False,False,4151774.24,0,20474199.21
309,commercial paper,6.66,6m,fixed,12514330,0.6112,False,False,False,False,False,833454.38,0,7648758.5
310,term loan,11.97,1m,fixed,49398626,0.9868,False,False,False,False,False,5913015.53,1,48746564.14
311,commercial paper,6.8,3m,floating,31007467,0.5826,False,False,False,False,False,2108507.76,1,18064950.27
312,bank line,10.17,3y,floating,36471660,0.797,False,False,False,False,False,3709167.82,0,29067913.02
313,ncd,7.92,1y,floating,40450772,0.1535,False,False,False,False,False,3203701.14,0,6209193.5
314,bank line,5.95,1y,floating,22094323,0.8093,False,False,False,False,False,1314612.22,0,17880935.6
315,commercial paper,6.79,3m,fixed,44924115,0.7611,False,False,False,False,False,3050347.41,1,34191743.93
316,commercial paper,9.73,1m,fixed,15315400,0.9681,False,False,False,False,False,1490188.42,1,14826838.74
317,commercial paper,7.36,3m,fixed,16366841,0.9357,False,False,False,False,False,1204599.5,1,15314453.12
318,bank line,9.23,6m,fixed,29670368,0.214,False,False,False,False,False,2738574.97,0,6349458.75
319,commercial paper,6.44,1y,fixed,11627328,0.4649,False,False,False,False,False,748799.92,0,5405544.79
320,bank line,8.14,6m,fixed,28199186,0.9115,False,False,False,False,False,2295413.74,0,25703558.04
321,commercial paper,8.59,1y,fixed,33301570,0.6408,False,False,False,False,False,2860604.86,0,21339646.06
322,ncd,7.89,1y,fixed,18179302,0.4637,False,False,False,False,False,1434346.93,0,8429742.34
323,ncd,6.39,6m,floating,30732747,0.1089,False,False,False,False,False,1963822.53,0,3346796.15
324,commercial paper,8.23,3m,floating,34657743,0.3518,False,False,False,False,False,2852332.25,1,12192593.99
325,term loan,9.85,3y,fixed,33385228,0.6652,False,False,False,False,False,3288444.96,0,22207853.67
326,bank line,11.75,3y,floating,36386033,0.7769,False,False,False,False,False,4275358.88,0,28268309.04
327,commercial paper,10.53,3m,fixed,31146903,0.4472,False,False,False,False,False,3279768.89,1,13928895.02
328,bank line,6.13,1m,fixed,43990032,0.0558,False,False,False,False,False,2696588.96,1,2454643.79
329,term loan,6.91,3m,floating,34046042,0.6332,False,False,False,False,False,2352581.5,1,21557953.79
330,ncd,5.55,3m,fixed,36242012,0.9216,False,False,False,False,False,2011431.67,1,33400638.26
331,bank line,5.95,3m,floating,43860158,0.4964,False,False,False,False,False,2609679.4,1,21772182.43
332,bank line,6.75,3y,fixed,16019383,0.9284,False,False,False,False,False,1081308.35,0,14872395.18
333,bank line,6.4,1y,fixed,16411304,0.3541,False,False,False,False,False,1050323.46,0,5811242.75
334,bank line,6.5,1m,floating,45415309,0.8864,False,False,False,False,False,2951995.08,1,40256129.9
335,bank line,6.62,1m,floating,12720371,0.7863,False,False,False,False,False,842088.56,1,10002027.72
336,ncd,7.1,1m,fixed,47003461,0.9617,False,False,False,False,False,3337245.73,1,45203228.44
337,bank line,5.88,6m,floating,3102935,0.791,False,False,False,False,False,182452.58,0,2454421.58
338,bank line,6.94,3m,floating,43691111,0.3215,False,False,False,False,False,3032163.1,1,14046692.19
339,ncd,9.82,1y,floating,39554912,0.9006,False,False,False,False,False,3884292.36,0,35623153.75
340,commercial paper,6.65,1y,floating,43907784,0.6697,False,False,False,False,False,2919867.64,0,29405042.94
341,commercial paper,6.2,6m,floating,29770793,0.1621,False,False,False,False,False,1845789.17,0,4825845.55
342,bank line,5.47,3y,fixed,30052592,0.046,False,False,False,False,False,1643876.78,0,1382419.23
343,ncd,8.5,6m,fixed,49148546,0.3658,False,False,False,False,False,4177626.41,0,17978538.13
344,bank line,10.89,6m,floating,43675350,0.7869,False,False,False,False,False,4756245.62,0,34368132.92
345,commercial paper,5.41,3m,floating,33559084,0.6182,False,False,False,False,False,1815546.44,1,20746225.73
346,ncd,8.8,3y,fixed,33823111,0.5271,False,False,False,False,False,2976433.77,0,17828161.81
347,term loan,9.55,6m,floating,44382995,0.0037,False,False,False,False,False,4238576.02,0,164217.08
348,ncd,9.15,1y,floating,43467149,0.4355,False,False,False,False,False,3977244.13,0,18929943.39
349,commercial paper,11.14,3m,floating,48064413,0.1577,False,False,False,False,False,5354375.61,1,7579757.93
350,ncd,11.06,3y,fixed,35890355,0.4546,False,False,False,False,False,3969473.26,0,16315755.38
351,term loan,5.4,1y,fixed,2378951,0.9918,False,False,False,False,False,128463.35,0,2359443.6
352,ncd,7.53,1m,fixed,44181202,0.8795,False,False,False,False,False,3326844.51,1,38857367.16
353,bank line,9.7,3m,floating,8893356,0.3106,False,False,False,False,False,862655.53,1,2762276.37
354,bank line,11.67,1y,floating,25576677,0.5935,False,False,False,False,False,2984798.21,0,15179757.8
355,commercial paper,10.63,6m,fixed,26574627,0.5021,False,False,False,False,False,2824882.85,0,13343120.22
356,ncd,6.24,6m,floating,33501381,0.13,False,False,False,False,False,2090486.17,0,4355179.53
357,commercial paper,6.95,3m,floating,36329715,0.9898,False,False,False,False,False,2524915.19,1,35959151.91
358,ncd,10.35,3y,floating,14184289,0.4252,False,False,False,False,False,1468073.91,0,6031159.68
359,commercial paper,8.3,6m,fixed,29577097,0.5057,False,False,False,False,False,2454899.05,0,14957137.95
360,ncd,8.83,1y,floating,33488286,0.6476,False,False,False,False,False,2957015.65,0,21687014.01
361,bank line,9.26,1m,fixed,45714378,0.1915,False,False,False,False,False,4233151.4,1,8754303.39
362,commercial paper,5.72,3y,floating,33178730,0.2222,False,False,False,False,False,1897823.36,0,7372313.81
363,commercial paper,10.99,3m,floating,28566882,0.1926,False,False,False,False,False,3139500.33,1,5501981.47
364,term loan,11.04,6m,floating,35120095,0.3845,False,False,False,False,False,3877258.49,0,13503676.53
365,ncd,8.28,3y,fixed,32992752,0.1997,False,False,False,False,False,2731799.87,0,6588652.57
366,bank line,9.39,1m,floating,8615994,0.9264,False,False,False,False,False,809041.84,1,7981856.84
367,bank line,9.62,3y,floating,38075289,0.7143,False,False,False,False,False,3662842.8,0,27197178.93
368,bank line,6.33,3y,fixed,34769429,0.8978,False,False,False,False,False,2200904.86,0,31215993.36
369,commercial paper,5.79,3m,floating,49949944,0.8485,False,False,False,False,False,2892101.76,1,42382527.48
370,bank line,5.14,1m,floating,38391151,0.7032,False,False,False,False,False,1973305.16,1,26996657.38
371,commercial paper,11.39,1m,floating,21907996,0.2427,False,False,False,False,False,2495320.74,1,5317070.63
372,term loan,7.42,3y,fixed,30225139,0.6153,False,False,False,False,False,2242705.31,0,18597528.03
373,bank line,5.6,6m,fixed,37311253,0.1863,False,False,False,False,False,2089430.17,0,6951086.43
374,term loan,8.26,3y,fixed,1383413,0.1325,False,False,False,False,False,114269.91,0,183302.22
375,ncd,5.53,1y,floating,38363167,0.6326,False,False,False,False,False,2121483.14,0,24268539.44
376,ncd,5.6,6m,floating,10498776,0.6246,False,False,False,False,False,587931.46,0,6557535.49
377,term loan,8.42,3m,fixed,37221868,0.1566,False,False,False,False,False,3134081.29,1,5828944.53
378,ncd,8.56,1m,fixed,41596892,0.3524,False,False,False,False,False,3560693.96,1,14658744.74
379,bank line,9.06,6m,fixed,49181092,0.0663,False,False,False,False,False,4455806.94,0,3260706.4
380,bank line,9.59,3m,fixed,3625311,0.7157,False,False,False,False,False,347667.32,1,2594635.08
381,commercial paper,9.68,3y,fixed,10640541,0.9875,False,False,False,False,False,1030004.37,0,10507534.24
382,term loan,8.03,3m,fixed,28187067,0.7399,False,False,False,False,False,2263421.48,1,20855610.87
383,term loan,9.5,1y,fixed,48957585,0.8442,False,False,False,False,False,4650970.58,0,41329993.26
384,commercial paper,7.13,3m,floating,4835499,0.4763,False,False,False,False,False,344771.08,1,2303148.17
385,bank line,8.09,6m,floating,35269935,0.0956,False,False,False,False,False,2853337.74,0,3371805.79
386,term loan,7.75,1m,fixed,17766530,0.7266,False,False,False,False,False,1376906.08,1,12909160.7
387,commercial paper,7.3,6m,floating,4745547,0.2565,False,False,False,False,False,346424.93,0,1217232.81
388,term loan,6.67,6m,fixed,41070386,0.3883,False,False,False,False,False,2739394.75,0,15947630.88
389,term loan,5.55,1m,floating,15381843,0.7031,False,False,False,False,False,853692.29,1,10814973.81
390,commercial paper,8.54,1y,floating,3839857,0.9048,False,False,False,False,False,327923.79,0,3474302.61
391,term loan,8.76,6m,fixed,47460039,0.4862,False,False,False,False,False,4157499.42,0,23075070.96
392,ncd,7.35,1m,floating,46704350,0.9616,False,False,False,False,False,3432769.72,1,44910902.96
393,commercial paper,11.83,1m,floating,4592343,0.5199,False,False,False,False,False,543274.18,1,2387559.13
394,commercial paper,8.9,6m,floating,5086653,0.1225,False,False,False,False,False,452712.12,0,623114.99
395,ncd,11.22,1m,floating,5020679,0.5184,False,False,False,False,False,563320.18,1,2602719.99
396,term loan,8.99,3y,fixed,23766030,0.8606,False,False,False,False,False,2136566.1,0,20453045.42
397,ncd,6.33,6m,fixed,44115988,0.538,False,False,False,False,False,2792542.04,0,23734401.54
398,term loan,11.82,1y,floating,40655246,0.7478,False,False,False,False,False,4805450.08,0,30401992.96
399,bank line,11.2,3y,floating,29503205,0.548,False,False,False,False,False,3304358.96,0,16167756.34
400,ncd,8.3,1y,fixed,21196717,0.5461,False,False,False,False,False,1759327.51,0,11575527.15
401,ncd,6.7,6m,floating,12367205,0.2848,False,False,False,False,False,828602.74,0,3522179.98
402,ncd,6.56,3m,fixed,4412406,0.2013,False,False,False,False,False,289453.83,1,888217.33
403,bank line,10.64,1m,floating,29596320,0.2789,False,False,False,False,False,3149048.45,1,8254413.65
404,term loan,5.48,3y,floating,32412617,0.4408,False,False,False,False,False,1776211.41,0,14287481.57
405,bank line,9.47,6m,floating,18436114,0.8096,False,False,False,False,False,1745900.0,0,14925877.89
406,ncd,9.48,1m,fixed,16589642,0.829,False,False,False,False,False,1572698.06,1,13752813.22
407,bank line,6.28,3m,floating,41146818,0.1634,False,False,False,False,False,2584020.17,1,6723390.06
408,ncd,9.93,1y,fixed,25018042,0.5529,False,False,False,False,False,2484291.57,0,13832475.42
409,commercial paper,9.94,6m,fixed,32925782,0.416,False,False,False,False,False,3272822.73,0,13697125.31
410,term loan,7.45,6m,fixed,34356605,0.5709,False,False,False,False,False,2559567.07,0,19614185.79
411,ncd,8.38,3m,fixed,28745320,0.6476,False,False,False,False,False,2408857.82,1,18615469.23
412,bank line,10.83,1y,floating,4696760,0.2796,False,False,False,False,False,508659.11,0,1313214.1
413,bank line,8.66,6m,fixed,41655272,0.9192,False,False,False,False,False,3607346.56,0,38289526.02
414,bank line,9.33,1m,fixed,49785244,0.9354,False,False,False,False,False,4644963.27,1,46569117.24
415,term loan,7.89,3m,fixed,26042174,0.1054,False,False,False,False,False,2054727.53,1,2744845.14
416,commercial paper,6.05,6m,fixed,34387138,0.703,False,False,False,False,False,2080421.85,0,24174158.01
417,term loan,11.99,1y,floating,3035155,0.0332,False,False,False,False,False,363915.08,0,100767.15
418,commercial paper,8.72,3y,fixed,44584306,0.0466,False,False,False,False,False,3887751.48,0,2077628.66
419,bank line,7.36,6m,fixed,21091062,0.9578,False,False,False,False,False,1552302.16,0,20201019.18
420,term loan,10.0,1y,fixed,11157162,0.6949,False,False,False,False,False,1115716.2,0,7753111.87
421,commercial paper,9.35,3m,fixed,5835826,0.3245,False,False,False,False,False,545649.73,1,1893725.54
422,bank line,6.63,1y,floating,25407486,0.6699,False,False,False,False,False,1684516.32,0,17020474.87
423,bank line,11.14,1y,fixed,24719088,0.8458,False,False,False,False,False,2753706.4,0,20907404.63
424,term loan,5.5,3m,floating,26282629,0.8709,False,False,False,False,False,1445544.6,1,22889541.6
425,commercial paper,9.24,3y,fixed,29916292,0.0205,False,False,False,False,False,2764265.38,0,613283.99
426,bank line,8.35,1m,floating,39717191,0.8182,False,False,False,False,False,3316385.45,1,32496605.68
427,bank line,7.23,3y,fixed,45785786,0.8532,False,False,False,False,False,3310312.33,0,39064432.62
428,bank line,10.78,1m,fixed,13517767,0.5956,False,False,False,False,False,1457215.28,1,8051182.03
429,ncd,9.59,1m,fixed,42749730,0.4799,False,False,False,False,False,4099699.11,1,20515595.43
430,commercial paper,10.32,1m,fixed,33584594,0.111,False,False,False,False,False,3465930.1,1,3727889.93
431,commercial paper,7.9,6m,floating,25537455,0.2396,False,False,False,False,False,2017458.94,0,6118774.22
432,ncd,11.6,3y,fixed,31423222,0.4905,False,False,False,False,False,3645093.75,0,15413090.39
433,bank line,7.41,1y,floating,25460514,0.8651,False,False,False,False,False,1886624.09,0,22025890.66
434,ncd,8.72,6m,fixed,14053896,0.8031,False,False,False,False,False,1225499.73,0,11286683.88
435,ncd,11.54,3m,fixed,13208639,0.4959,False,False,False,False,False,1524276.94,1,6550164.08
436,ncd,5.58,3m,floating,3267064,0.7856,False,False,False,False,False,182302.17,1,2566605.48
437,commercial paper,5.76,1m,fixed,44150035,0.7657,False,False,False,False,False,2543042.02,1,33805681.8
438,bank line,11.96,6m,floating,24336710,0.579,False,False,False,False,False,2910670.52,0,14090955.09
439,bank line,11.8,6m,fixed,11265348,0.2203,False,False,False,False,False,1329311.06,0,2481756.16
440,commercial paper,10.4,3m,fixed,34248664,0.348,False,False,False,False,False,3561861.06,1,11918535.07
441,commercial paper,8.39,1y,floating,29296366,0.1641,False,False,False,False,False,2457965.11,0,4807533.66
442,ncd,8.54,3y,fixed,28157930,0.0072,False,False,False,False,False,2404687.22,0,202737.1
443,ncd,6.8,3y,floating,36476110,0.0805,False,False,False,False,False,2480375.48,0,2936326.86
444,term loan,8.03,1m,fixed,45588735,0.7596,False,False,False,False,False,3660775.42,1,34629203.11
445,term loan,8.02,1m,fixed,20273374,0.0335,False,False,False,False,False,1625924.59,1,679158.03
446,commercial paper,5.25,1m,floating,21348715,0.3999,False,False,False,False,False,1120807.54,1,8537351.13
447,ncd,8.17,3m,fixed,9968878,0.9858,False,False,False,False,False,814457.33,1,9827319.93
448,commercial paper,8.36,3m,fixed,6612683,0.7952,False,False,False,False,False,552820.3,1,5258405.52
449,ncd,9.66,3y,floating,28844671,0.7506,False,False,False,False,False,2786395.22,0,21650810.05
